QED-CCSD-2 results for Argon dimer (Cavity Frequency = 2.0 eV; coupling strength = 0.05 a.u.)
Distance Ar-Ar (A)                  E (outside)              E (pol x)                E (pol y)              E (pol z)

 8.500	                        -1053.934321656919		-1053.923645328039		-1053.923645328038		-1053.923619741823
 9.000	                        -1053.934320595586		-1053.923642936149		-1053.923642936149		-1053.923621377260
 9.500	                        -1053.934319933252		-1053.923641206813		-1053.923641206812		-1053.923622874440
10.000	                        -1053.934319492252		-1053.923639900694		-1053.923639900694		-1053.923624180413
10.500	                        -1053.934319186424		-1053.923638886234		-1053.923638886234		-1053.923625301563
11.000	                        -1053.934318968887		-1053.923638082763		-1053.923638082763		-1053.923626261550
11.500	                        -1053.934318811323		-1053.923637436545		-1053.923637436545		-1053.923627084260
12.000	                        -1053.934318695485		-1053.923636909971		-1053.923636909971		-1053.923627790825
12.500	                        -1053.934318609192		-1053.923636475935		-1053.923636475936		-1053.923628399658
13.000	                        -1053.934318544130		-1053.923636114508		-1053.923636114508		-1053.923628925937
13.500	                        -1053.934318494529		-1053.923635810772		-1053.923635810773		-1053.923629382447
14.000	                        -1053.934318456327		-1053.923635553413		-1053.923635553414		-1053.923629779952
14.500	                        -1053.934318426631		-1053.923635333715		-1053.923635333715		-1053.923630127546
15.000	                        -1053.934318403334		-1053.923635144890		-1053.923635144891		-1053.923630432795
15.500	                        -1053.934318384913		-1053.923634981594		-1053.923634981594		-1053.923630701719
16.000	                        -1053.934318370234		-1053.923634839570		-1053.923634839570		-1053.923630932092
16.500	                        -1053.934318358451		-1053.923634715407		-1053.923634715407		-1053.923631143008
17.000	                        -1053.934318348932		-1053.923634606327		-1053.923634606327		-1053.923631327843
17.500	                        -1053.934318341189		-1053.923634510076		-1053.923634510076		-1053.923631492320
18.000	                        -1053.934318334859		-1053.923634424792		-1053.923634424792		-1053.923631638967
18.500	                        -1053.934318329645		-1053.923634348929		-1053.923634348929		-1053.923631770037
19.000	                        -1053.934318325338		-1053.923634281208		-1053.923634281208		-1053.923631887487
19.500	                        -1053.934318321757		-1053.923634220552		-1053.923634220551		-1053.923631992968
20.000	                        -1053.934318318766		-1053.923634166047		-1053.923634166047		-1053.923632087853
20.500	                        -1053.934318316255		-1053.923634116926		-1053.923634116926		-1053.923632173265
21.000	                        -1053.934318314143		-1053.923634072532		-1053.923634072532		-1053.923632251841
21.500	                        -1053.934318312352		-1053.923634032303		-1053.923634032303		-1053.923632319069
22.000	                        -1053.934318310834		-1053.923633995758		-1053.923633995758		-1053.923632380871
22.500	                        -1053.934318309539		-1053.923633962483		-1053.923633962482		-1053.923632436248
23.000	                        -1053.934318308429		-1053.923633932115		-1053.923633932115		-1053.923632486741
23.500	                        -1053.934318307479		-1053.923633904338		-1053.923633904339		-1053.923632532722
24.000	                        -1053.934318306661		-1053.923633878884		-1053.923633878884		-1053.923632574801
24.500	                        -1053.934318305953		-1053.923633855509		-1053.923633855509		-1053.923632613424
25.000	                        -1053.934318305337		-1053.923633834007		-1053.923633834007		-1053.923632648756
30.000	                        -1053.934318302172		-1053.923633689986		-1053.923633689986		-1053.923632853705
50.000	                        -1053.934318300656		-1053.923633536762		-1053.923633536762		-1053.923630209606
100.000	                        -1053.934318300581 		-1053.923633500112		-1053.923633500111		-1053.923627805773
200.000	                        -1053.934318300582 		-1053.923633495540		-1053.923633495540		-1053.923637502611
500.000	                        -1053.934318300581 		-1053.923633494927		-1053.923633494927		-1053.923103856659
